isogroupTR148838_c0_g1	Neuronal acetylcholine receptor subunit alpha-7 OS=Rattus norvegicus OX=10116 GN=Chrna7 PE=1 SV=2 E(blastx)=2e-66
isogroupTR409034_c1_g1	Peroxiredoxin-1 OS=Bos taurus OX=9913 GN=PRDX1 PE=2 SV=1 E(blastx)=1e-37
isogroupTR166102_c0_g1	Kinesin light chain 4 OS=Homo sapiens OX=9606 GN=KLC4 PE=1 SV=3 E(blastx)=9e-05
isogroupTR137360_c3_g1	Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2 E(blastx)=8e-110
isogroupTR84654_c6_g6	Protein GPR107 OS=Rattus norvegicus OX=10116 GN=Gpr107 PE=1 SV=1 E(blastx)=1e-118
isogroupTR117742_c0_g1	Blastula protease 10 OS=Paracentrotus lividus OX=7656 GN=BP10 PE=2 SV=1 E(blastx)=2e-39
isogroupTR80099_c6_g2	Adenosine receptor A2a OS=Canis lupus familiaris OX=9615 GN=ADORA2A PE=2 SV=1 E(blastx)=2e-05
isogroupTR57299_c0_g1	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1 E(blastx)=8e-10
isogroupTR131079_c0_g1	THAP domain-containing protein 1 OS=Mus musculus OX=10090 GN=Thap1 PE=2 SV=1 E(blastx)=1e-06
isogroupTR124418_c7_g2	Serine/threonine-protein phosphatase with EF-hands pef-1 OS=Caenorhabditis elegans OX=6239 GN=pef-1 PE=1 SV=1 E(blastx)=1e-108
isogroupTR90723_c0_g1	Major facilitator superfamily domain-containing protein 12 OS=Homo sapiens OX=9606 GN=MFSD12 PE=1 SV=2 E(blastx)=2e-25
isogroupTR114708_c4_g1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3 E(blastx)=1e-05
isogroupTR118372_c6_g1	Tetraspanin-11 OS=Homo sapiens OX=9606 GN=TSPAN11 PE=2 SV=2 E(blastx)=1e-45
isogroupTR96396_c6_g2	Tumor necrosis factor ligand superfamily member 13B OS=Homo sapiens OX=9606 GN=TNFSF13B PE=1 SV=1 E(blastx)=4e-07
isogroupTR218873_c0_g1	Zwei Ig domain protein zig-2 OS=Caenorhabditis elegans OX=6239 GN=zig-2 PE=2 SV=1 E(blastx)=2e-10
isogroupTR122788_c1_g1	Conodipine-P3 OS=Conus purpurascens OX=41690 PE=1 SV=1 E(blastx)=1e-09
isogroupTR118341_c1_g2	Calsenilin OS=Homo sapiens OX=9606 GN=KCNIP3 PE=1 SV=1 E(blastx)=3e-63
isogroupTR91415_c0_g1	tRNA pseudouridine(38/39) synthase OS=Bos taurus OX=9913 GN=PUS3 PE=2 SV=1 E(blastx)=1e-123
isogroupTR154097_c3_g6	Immunoglobulin superfamily member 10 OS=Rattus norvegicus OX=10116 GN=Igsf10 PE=1 SV=1 E(blastx)=6e-20
isogroupTR85940_c7_g1	Monocarboxylate transporter 10 OS=Danio rerio OX=7955 GN=slc16a10 PE=2 SV=1 E(blastx)=2e-40
isogroupTR5078_c0_g1	Dynamin-A OS=Dictyostelium discoideum OX=44689 GN=dymA PE=1 SV=2 E(blastx)=7e-98
isogroupTR96008_c0_g1	Protein kinase C and casein kinase substrate in neurons protein 2 OS=Xenopus laevis OX=8355 GN=pacsin2 PE=2 SV=1 E(blastx)=5e-94
isogroupTR173263_c0_g1	Betaine--homocysteine S-methyltransferase 1 (Fragment) OS=Sus scrofa OX=9823 GN=BHMT PE=1 SV=3 E(blastx)=2e-82
isogroupTR115306_c1_g3	Rhodopsin (Fragment) OS=Limnocottus bergianus OX=61633 GN=rho PE=3 SV=1 E(blastx)=2e-06
isogroupTR92347_c6_g4	RAD50-interacting protein 1 OS=Homo sapiens OX=9606 GN=RINT1 PE=1 SV=1 E(blastx)=3e-95
isogroupTR122152_c0_g2	Leucine-rich repeat serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=LRRK2 PE=1 SV=2 E(blastx)=3e-06
isogroupTR114674_c1_g6	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus OX=10090 GN=Dzip3 PE=1 SV=2 E(blastx)=6e-09
isogroupTR107632_c10_g11	NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARI1 PE=1 SV=1 E(blastx)=3e-10
isogroupTR81936_c0_g3	60S ribosomal protein L8 OS=Xenopus laevis OX=8355 GN=rpl8 PE=2 SV=3 E(blastx)=3e-150
isogroupTR154345_c0_g1	Protein DD3-3 OS=Dictyostelium discoideum OX=44689 GN=DD3-3 PE=2 SV=1 E(blastx)=1e-25
isogroupTR169783_c0_g1	Translationally-controlled tumor protein homolog OS=Danio rerio OX=7955 GN=tpt1 PE=2 SV=1 E(blastx)=9e-35
isogroupTR82969_c2_g5	26S proteasome non-ATPase regulatory subunit 14 OS=Mus musculus OX=10090 GN=Psmd14 PE=1 SV=2 E(blastx)=2e-05
isogroupTR81468_c1_g1	E3 ubiquitin-protein ligase TRIM71 OS=Bos taurus OX=9913 GN=TRIM71 PE=3 SV=2 E(blastx)=4e-05
isogroupTR141657_c1_g1	[Protein ADP-ribosylarginine] hydrolase OS=Mus musculus OX=10090 GN=Adprh PE=1 SV=1 E(blastx)=1e-130
isogroupTR231680_c1_g1	Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1 E(blastx)=6e-06
isogroupTR14949_c0_g1	DnaJ homolog subfamily A member 2 OS=Bos taurus OX=9913 GN=DNAJA2 PE=2 SV=1 E(blastx)=1e-35
isogroupTR104927_c0_g4	D-inositol 3-phosphate glycosyltransferase OS=Mycolicibacterium gilvum (strain PYR-GCK) OX=350054 GN=mshA PE=3 SV=1 E(blastx)=2e-07
isogroupTR161364_c0_g1	14-3-3 protein zeta/delta OS=Pongo abelii OX=9601 GN=YWHAZ PE=2 SV=1 E(blastx)=1e-06
isogroupTR132845_c1_g1	Neuroblastoma suppressor of tumorigenicity 1 OS=Homo sapiens OX=9606 GN=NBL1 PE=1 SV=2 E(blastx)=1e-19
isogroupTR118706_c7_g1	Glutathione gamma-glutamylcysteinyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC3H1.10 PE=2 SV=1 E(blastx)=1e-58
isogroupTR114657_c3_g7	Calsyntenin-1 OS=Rattus norvegicus OX=10116 GN=Clstn1 PE=1 SV=1 E(blastx)=2e-84
isogroupTR109920_c0_g1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Mus musculus OX=10090 GN=Smarce1 PE=1 SV=1 E(blastx)=8e-05
isogroupTR329186_c0_g1	Cleavage and polyadenylation specificity factor subunit 1 OS=Danio rerio OX=7955 GN=cpsf1 PE=3 SV=2 E(blastx)=2e-09
isogroupTR169715_c0_g1	Guanylate cyclase 32E OS=Drosophila melanogaster OX=7227 GN=Gyc32E PE=1 SV=4 E(blastx)=4e-08
isogroupTR135056_c8_g1	Glycoprotein endo-alpha-1,2-mannosidase-like protein OS=Danio rerio OX=7955 GN=maneal PE=3 SV=1 E(blastx)=2e-147
isogroupTR111648_c4_g4	Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=3e-18
isogroupTR105033_c16_g10	Lachesin OS=Drosophila melanogaster OX=7227 GN=Lac PE=1 SV=2 E(blastx)=9e-09
isogroupTR80171_c1_g1	ATP-dependent RNA helicase DDX18 OS=Mus musculus OX=10090 GN=Ddx18 PE=1 SV=1 E(blastx)=5e-05
isogroupTR137376_c4_g2	Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4 E(blastx)=1e-09
isogroupTR238907_c0_g1	Low molecular weight phosphotyrosine protein phosphatase OS=Bos taurus OX=9913 GN=ACP1 PE=1 SV=3 E(blastx)=3e-48
isogroupTR224231_c0_g1	Nucleoside diphosphate kinase OS=Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) OX=269084 GN=ndk PE=3 SV=2 E(blastx)=2e-06
isogroupTR156078_c6_g7	Tripartite motif-containing protein 2 OS=Callithrix jacchus OX=9483 GN=TRIM2 PE=3 SV=1 E(blastx)=3e-18
isogroupTR275591_c0_g1	E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis OX=8364 GN=trim71 PE=3 SV=1 E(blastx)=1e-36
isogroupTR79942_c7_g2	Tubulin-specific chaperone cofactor E-like protein OS=Rattus norvegicus OX=10116 GN=Tbcel PE=1 SV=1 E(blastx)=1e-79
isogroupTR160061_c1_g1	Structural maintenance of chromosomes protein 4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cut3 PE=1 SV=2 E(blastx)=2e-97
isogroupTR98177_c15_g2	Apelin receptor B OS=Xenopus laevis OX=8355 GN=aplnr-b PE=2 SV=1 E(blastx)=4e-16
isogroupTR226358_c0_g1	Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens OX=9606 GN=PTPRF PE=1 SV=2 E(blastx)=2e-08
isogroupTR118593_c7_g9	Conodipine-P3 OS=Conus purpurascens OX=41690 PE=1 SV=1 E(blastx)=4e-10
isogroupTR173559_c0_g2	Tyrosine-protein kinase receptor Tie-2 OS=Danio rerio OX=7955 GN=tie2 PE=2 SV=1 E(blastx)=1e-06
isogroupTR95327_c0_g3	Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4 E(blastx)=2e-18
isogroupTR98916_c1_g1	Acid-sensing ion channel 1B OS=Danio rerio OX=7955 GN=asic1b PE=2 SV=1 E(blastx)=2e-21
isogroupTR84385_c0_g2	G-protein coupled receptor family C group 6 member A OS=Danio rerio OX=7955 GN=gprc6a PE=1 SV=1 E(blastx)=3e-10
isogroupTR134144_c1_g1	Probable ATP-dependent DNA helicase RecS OS=Bacillus subtilis (strain 168) OX=224308 GN=recS PE=3 SV=1 E(blastx)=1e-08
isogroupTR92566_c5_g1	Sphingolipid delta(4)-desaturase DES1 OS=Gallus gallus OX=9031 GN=DEGS1 PE=1 SV=1 E(blastx)=6e-133
isogroupTR352618_c0_g1	Muscle LIM protein Mlp84B OS=Drosophila melanogaster OX=7227 GN=Mlp84B PE=1 SV=1 E(blastx)=1e-40
isogroupTR107165_c42_g1	Transient receptor potential protein OS=Drosophila melanogaster OX=7227 GN=trp PE=1 SV=3 E(blastx)=8e-12
isogroupTR137824_c16_g2	D-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Bos taurus OX=9913 GN=D2HGDH PE=2 SV=2 E(blastx)=2e-124
isogroupTR104853_c2_g4	Kelch-like protein 12 OS=Xenopus laevis OX=8355 GN=klhl12 PE=2 SV=2 E(blastx)=1e-36
isogroupTR164177_c3_g1	Nuclear receptor 2C2-associated protein OS=Danio rerio OX=7955 GN=nr2c2ap PE=2 SV=1 E(blastx)=1e-46
isogroupTR144164_c1_g3	E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis OX=8364 GN=trim71 PE=3 SV=1 E(blastx)=9e-31
isogroupTR124823_c6_g2	DnaJ homolog subfamily A member 1 OS=Pongo abelii OX=9601 GN=DNAJA1 PE=2 SV=1 E(blastx)=2e-158
isogroupTR96781_c5_g1	Kinesin-associated protein 3 OS=Mus musculus OX=10090 GN=Kifap3 PE=1 SV=1 E(blastx)=4e-20
isogroupTR105788_c0_g3	Clustered mitochondria protein OS=Arabidopsis thaliana OX=3702 GN=FMT PE=2 SV=1 E(blastx)=6e-07
isogroupTR97687_c1_g2	Substance-K receptor OS=Canis lupus familiaris OX=9615 GN=TACR2 PE=2 SV=1 E(blastx)=5e-14
isogroupTR101205_c0_g1	Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1 E(blastx)=1e-33
isogroupTR128896_c4_g1	Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5 E(blastx)=2e-28
isogroupTR285159_c0_g1	Kinesin light chain 1 OS=Mus musculus OX=10090 GN=Klc1 PE=1 SV=3 E(blastx)=2e-08
isogroupTR106920_c1_g1	Cyclin-T1 OS=Equus caballus OX=9796 GN=CCNT1 PE=1 SV=1 E(blastx)=2e-126
isogroupTR104376_c1_g1	Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens OX=9606 GN=LIPA PE=1 SV=2 E(blastx)=1e-123
isogroupTR98338_c0_g1	Epidermal growth factor-like protein 6 OS=Mus musculus OX=10090 GN=Egfl6 PE=1 SV=1 E(blastx)=8e-07
isogroupTR182617_c0_g1	Diencephalon/mesencephalon homeobox protein 1-B OS=Danio rerio OX=7955 GN=dmbx1b PE=2 SV=1 E(blastx)=4e-28
isogroupTR172741_c1_g1	Probable E3 ubiquitin-protein ligase RNF217 OS=Xenopus laevis OX=8355 GN=rnf217 PE=2 SV=1 E(blastx)=8e-50
isogroupTR191381_c0_g1	5-hydroxytryptamine receptor 1A OS=Pan troglodytes OX=9598 GN=HTR1A PE=3 SV=1 E(blastx)=3e-10
isogroupTR106581_c0_g1	Secretory carrier-associated membrane protein 1 OS=Sus scrofa OX=9823 GN=SCAMP1 PE=2 SV=1 E(blastx)=2e-34
isogroupTR80439_c2_g1	Alpha-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=NAGLU PE=1 SV=2 E(blastx)=6e-09
isogroupTR169632_c1_g1	Multidrug resistance-associated protein 1 OS=Canis lupus familiaris OX=9615 GN=ABCC1 PE=1 SV=1 E(blastx)=4e-18
isogroupTR153828_c4_g5	Death effector domain-containing protein OS=Rattus norvegicus OX=10116 GN=Dedd PE=2 SV=1 E(blastx)=3e-09
isogroupTR130478_c0_g1	Fez family zinc finger protein erm OS=Drosophila melanogaster OX=7227 GN=erm PE=1 SV=2 E(blastx)=1e-67
isogroupTR164927_c7_g6	cGMP-dependent protein kinase 1 OS=Bos taurus OX=9913 GN=PRKG1 PE=1 SV=2 E(blastx)=5e-05
isogroupTR157715_c0_g2	5-hydroxytryptamine receptor 1B OS=Cavia porcellus OX=10141 GN=HTR1B PE=3 SV=1 E(blastx)=2e-09
isogroupTR139276_c4_g2	Polyadenylate-binding protein 1 OS=Mus musculus OX=10090 GN=Pabpc1 PE=1 SV=2 E(blastx)=3e-161
isogroupTR88783_c2_g3	NAD(P) transhydrogenase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=pntA PE=1 SV=2 E(blastx)=1e-146
isogroupTR104917_c7_g1	Cysteine-rich protein 2-binding protein OS=Homo sapiens OX=9606 GN=KAT14 PE=1 SV=3 E(blastx)=5e-160
isogroupTR88168_c0_g1	Cilia- and flagella-associated protein 44 OS=Mus musculus OX=10090 GN=Cfap44 PE=2 SV=1 E(blastx)=2e-24
isogroupTR102218_c5_g1	Sodium-dependent noradrenaline transporter OS=Homo sapiens OX=9606 GN=SLC6A2 PE=1 SV=1 E(blastx)=6e-33
isogroupTR124269_c1_g1	Lysophospholipid acyltransferase 5 OS=Mus musculus OX=10090 GN=Lpcat3 PE=1 SV=1 E(blastx)=1e-112
isogroupTR95901_c2_g2	TNF receptor-associated factor 3 OS=Mus musculus OX=10090 GN=Traf3 PE=1 SV=2 E(blastx)=2e-104
isogroupTR167743_c2_g1	Gamma-aminobutyric acid receptor subunit beta-4 OS=Gallus gallus OX=9031 GN=GABRB4 PE=2 SV=1 E(blastx)=2e-14
isogroupTR155041_c2_g1	Neogenin (Fragment) OS=Gallus gallus OX=9031 PE=2 SV=1 E(blastx)=2e-09
isogroupTR142681_c0_g2	LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2 E(blastx)=5e-05
isogroupTR170253_c3_g3	Histone H2A OS=Acropora formosa OX=126732 PE=3 SV=2 E(blastx)=3e-38
isogroupTR153092_c6_g1	Creatinase OS=Flavobacterium sp. (strain U-188) OX=242 PE=1 SV=2 E(blastx)=9e-171
isogroupTR128911_c12_g1	52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens OX=9606 GN=THAP12 PE=1 SV=2 E(blastx)=9e-60
isogroupTR275436_c0_g1	Potassium voltage-gated channel subfamily C member 4 OS=Mus musculus OX=10090 GN=Kcnc4 PE=2 SV=1 E(blastx)=1e-12
isogroupTR104959_c2_g1	Protein-glucosylgalactosylhydroxylysine glucosidase OS=Gallus gallus OX=9031 GN=PGGHG PE=1 SV=3 E(blastx)=1e-73
isogroupTR92834_c0_g1	39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2 E(blastx)=2e-27
isogroupTR156386_c0_g1	Deoxyhypusine synthase OS=Mus musculus OX=10090 GN=Dhps PE=1 SV=2 E(blastx)=2e-172
isogroupTR107553_c1_g1	52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens OX=9606 GN=THAP12 PE=1 SV=2 E(blastx)=1e-17
isogroupTR112556_c1_g2	Hydrogenase maturation factor HoxX OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=hoxX PE=4 SV=2 E(blastx)=2e-96
isogroupTR27044_c0_g1	Geranylgeranyl transferase type-1 subunit beta OS=Homo sapiens OX=9606 GN=PGGT1B PE=1 SV=2 E(blastx)=5e-07
isogroupTR139806_c13_g1	DBH-like monooxygenase protein 1 OS=Mus musculus OX=10090 GN=Moxd1 PE=1 SV=1 E(blastx)=2e-11
isogroupTR214696_c0_g2	Syntaxin-5 OS=Mus musculus OX=10090 GN=Stx5 PE=1 SV=3 E(blastx)=1e-05
isogroupTR64294_c0_g1	Protein disulfide-isomerase OS=Drosophila melanogaster OX=7227 GN=Pdi PE=2 SV=1 E(blastx)=8e-62
isogroupTR123836_c0_g1	Protein sidekick OS=Drosophila melanogaster OX=7227 GN=sdk PE=1 SV=2 E(blastx)=6e-08
isogroupTR247966_c1_g1	Neuropeptide FF receptor 2 OS=Homo sapiens OX=9606 GN=NPFFR2 PE=1 SV=2 E(blastx)=1e-18
isogroupTR127398_c0_g1	Beta-1,3-galactosyltransferase GALT1 OS=Arabidopsis thaliana OX=3702 GN=GALT1 PE=1 SV=1 E(blastx)=3e-08
isogroupTR131024_c2_g1	Actin-2 OS=Schistosoma mansoni OX=6183 PE=2 SV=1 E(blastx)=1e-70
isogroupTR150559_c2_g3	Transcriptional regulator Erg OS=Gallus gallus OX=9031 GN=ERG PE=2 SV=1 E(blastx)=8e-88
isogroupTR159341_c0_g1	Homeobox even-skipped homolog protein 1 OS=Homo sapiens OX=9606 GN=EVX1 PE=2 SV=1 E(blastx)=1e-19
isogroupTR90789_c0_g1	Methyltransferase-like protein 7A OS=Homo sapiens OX=9606 GN=METTL7A PE=1 SV=1 E(blastx)=3e-28
isogroupTR170418_c3_g5	KRAB-A domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KRBA2 PE=1 SV=1 E(blastx)=1e-11
isogroupTR135712_c5_g1	Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri OX=6052 PE=2 SV=1 E(blastx)=1e-08
isogroupTR128931_c2_g1	ADP,ATP carrier protein OS=Chlamydomonas reinhardtii OX=3055 GN=ABT PE=2 SV=1 E(blastx)=4e-120
isogroupTR168153_c2_g1	Epimerase family protein SDR39U1 OS=Homo sapiens OX=9606 GN=SDR39U1 PE=1 SV=3 E(blastx)=4e-104
isogroupTR184598_c0_g1	Calmodulin OS=Paxillus involutus OX=71150 GN=calA PE=2 SV=3 E(blastx)=1e-25
isogroupTR86051_c19_g1	Proprotein convertase subtilisin/kexin type 6 OS=Homo sapiens OX=9606 GN=PCSK6 PE=1 SV=1 E(blastx)=7e-111
isogroupTR133445_c0_g1	DBH-like monooxygenase protein 2 homolog OS=Danio rerio OX=7955 GN=moxd2 PE=2 SV=2 E(blastx)=6e-72
isogroupTR118391_c8_g1	Carbonic anhydrase 2 OS=Tribolodon hakonensis OX=151740 GN=ca2 PE=2 SV=3 E(blastx)=4e-27
isogroupTR145379_c0_g2	Speract receptor OS=Strongylocentrotus purpuratus OX=7668 PE=2 SV=1 E(blastx)=2e-31
isogroupTR106348_c0_g1	DEAD-box ATP-dependent RNA helicase 12 OS=Arabidopsis thaliana OX=3702 GN=RH12 PE=2 SV=1 E(blastx)=7e-78
isogroupTR251333_c0_g1	Nascent polypeptide-associated complex subunit alpha OS=Oreochromis niloticus OX=8128 GN=naca PE=2 SV=1 E(blastx)=3e-66
isogroupTR170002_c0_g1	Putative ATP-dependent RNA helicase DHX57 OS=Mus musculus OX=10090 GN=Dhx57 PE=1 SV=2 E(blastx)=8e-55
isogroupTR95955_c3_g1	Neuroligin-4, X-linked OS=Homo sapiens OX=9606 GN=NLGN4X PE=1 SV=1 E(blastx)=9e-88
isogroupTR172768_c0_g9	Microcephalin OS=Colobus guereza OX=33548 GN=MCPH1 PE=3 SV=1 E(blastx)=4e-06
isogroupTR62432_c0_g1	Beta,beta-carotene 15,15'-dioxygenase OS=Rattus norvegicus OX=10116 GN=Bco1 PE=2 SV=1 E(blastx)=1e-09
isogroupTR142114_c5_g11	Nicotinamidase OS=Escherichia coli (strain K12) OX=83333 GN=pncA PE=1 SV=1 E(blastx)=9e-31
isogroupTR118763_c3_g1	Tripartite motif-containing protein 3 OS=Rattus norvegicus OX=10116 GN=Trim3 PE=1 SV=1 E(blastx)=8e-11
isogroupTR131576_c0_g7	RNA-binding protein lark OS=Drosophila melanogaster OX=7227 GN=lark PE=1 SV=1 E(blastx)=7e-20
